LAST SEEN   TYPE      REASON      OBJECT                                       MESSAGE
24m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.596s (1.596s including waiting). Image size: 31128721 bytes.
23m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.559s (1.559s including waiting). Image size: 31128721 bytes.
22m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.644s (1.644s including waiting). Image size: 31128721 bytes.
21m         Normal    Scheduled   pod/iperf3-client-raspberrypi                Successfully assigned default/iperf3-client-raspberrypi to rtosubuntu-500tca-500sca
20m         Normal    Pulling     pod/iperf3-client-raspberrypi                Pulling image "networkstatic/iperf3:latest"
21m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.527s (1.527s including waiting). Image size: 31128721 bytes.
20m         Normal    Created     pod/iperf3-client-raspberrypi                Created container: iperf3
20m         Normal    Started     pod/iperf3-client-raspberrypi                Started container iperf3
21m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.551s (1.551s including waiting). Image size: 31128721 bytes.
20m         Warning   BackOff     pod/iperf3-client-raspberrypi                Back-off restarting failed container iperf3 in pod iperf3-client-raspberrypi_default(41ea7f5b-5b1c-4136-9bab-658d4aa49088)
21m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 2.678s (2.678s including waiting). Image size: 31128721 bytes.
20m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.575s (1.575s including waiting). Image size: 31128721 bytes.
19m         Normal    Scheduled   pod/iperf3-client-raspberrypi                Successfully assigned default/iperf3-client-raspberrypi to rtosubuntu-500tca-500sca
18m         Normal    Pulling     pod/iperf3-client-raspberrypi                Pulling image "networkstatic/iperf3:latest"
19m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.663s (1.663s including waiting). Image size: 31128721 bytes.
18m         Normal    Created     pod/iperf3-client-raspberrypi                Created container: iperf3
18m         Normal    Started     pod/iperf3-client-raspberrypi                Started container iperf3
19m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.599s (1.599s including waiting). Image size: 31128721 bytes.
18m         Warning   BackOff     pod/iperf3-client-raspberrypi                Back-off restarting failed container iperf3 in pod iperf3-client-raspberrypi_default(b0a41fa1-eac3-48a6-bb5a-432076874692)
19m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.596s (1.596s including waiting). Image size: 31128721 bytes.
18m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.635s (1.635s including waiting). Image size: 31128721 bytes.
17m         Normal    Scheduled   pod/iperf3-client-raspberrypi                Successfully assigned default/iperf3-client-raspberrypi to rtosubuntu-500tca-500sca
16m         Normal    Pulling     pod/iperf3-client-raspberrypi                Pulling image "networkstatic/iperf3:latest"
17m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.618s (1.618s including waiting). Image size: 31128721 bytes.
16m         Normal    Created     pod/iperf3-client-raspberrypi                Created container: iperf3
16m         Normal    Started     pod/iperf3-client-raspberrypi                Started container iperf3
17m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.554s (1.554s including waiting). Image size: 31128721 bytes.
16m         Warning   BackOff     pod/iperf3-client-raspberrypi                Back-off restarting failed container iperf3 in pod iperf3-client-raspberrypi_default(6f21f9c4-03e2-4132-b8c2-47c64602685a)
17m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.529s (1.529s including waiting). Image size: 31128721 bytes.
16m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.484s (1.484s including waiting). Image size: 31128721 bytes.
15m         Normal    Scheduled   pod/iperf3-client-raspberrypi                Successfully assigned default/iperf3-client-raspberrypi to rtosubuntu-500tca-500sca
14m         Normal    Pulling     pod/iperf3-client-raspberrypi                Pulling image "networkstatic/iperf3:latest"
15m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.531s (1.531s including waiting). Image size: 31128721 bytes.
14m         Normal    Created     pod/iperf3-client-raspberrypi                Created container: iperf3
14m         Normal    Started     pod/iperf3-client-raspberrypi                Started container iperf3
15m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.544s (1.544s including waiting). Image size: 31128721 bytes.
14m         Warning   BackOff     pod/iperf3-client-raspberrypi                Back-off restarting failed container iperf3 in pod iperf3-client-raspberrypi_default(201262cc-3881-4a4e-a141-f4d4f2a7c5fa)
14m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.559s (1.559s including waiting). Image size: 31128721 bytes.
14m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.566s (1.566s including waiting). Image size: 31128721 bytes.
13m         Normal    Scheduled   pod/iperf3-client-raspberrypi                Successfully assigned default/iperf3-client-raspberrypi to rtosubuntu-500tca-500sca
12m         Normal    Pulling     pod/iperf3-client-raspberrypi                Pulling image "networkstatic/iperf3:latest"
13m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.566s (1.566s including waiting). Image size: 31128721 bytes.
12m         Normal    Created     pod/iperf3-client-raspberrypi                Created container: iperf3
12m         Normal    Started     pod/iperf3-client-raspberrypi                Started container iperf3
13m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.522s (1.522s including waiting). Image size: 31128721 bytes.
12m         Warning   BackOff     pod/iperf3-client-raspberrypi                Back-off restarting failed container iperf3 in pod iperf3-client-raspberrypi_default(da570a0f-b9f1-4ef7-9ac9-3066b34e771d)
12m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.516s (1.516s including waiting). Image size: 31128721 bytes.
12m         Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.547s (1.547s including waiting). Image size: 31128721 bytes.
5m5s        Normal    Scheduled   pod/iperf3-client-raspberrypi                Successfully assigned default/iperf3-client-raspberrypi to rubikpi
3m30s       Normal    Pulling     pod/iperf3-client-raspberrypi                Pulling image "networkstatic/iperf3:latest"
5m3s        Normal    Pulled      pod/iperf3-client-raspberrypi                Successfully pulled image "networkstatic/iperf3:latest" in 1.513s (1.513s including waiting). Image size: 30809528 bytes.
